"sentence","label","knowledge_dimension","cognitive_process"
"Validate specifications of nickel alloy rod from shelf S5; confirm tolerances; audit using proximity detector 1 data.","Factual_Evaluate","Factual","Evaluate"
"Contrast handling methods for rubber gasket; compare category protocols from bin A2; analyze variations via depth camera 2.","Conceptual_Analyze","Conceptual","Analyze"
"Recognize learning progress for terminal block; identify skill level from rack R4; recall competency for thermal camera 2.","Metacognitive_Remember","Metacognitive","Remember"
"Recognize learning progress for hydraulic pump; identify skill level from bin B5; recall competency for lidar unit 2.","Metacognitive_Remember","Metacognitive","Remember"
"Construct zirconia bearing housing securely; create enclosure from storage unit 4.","Factual_Create","Factual","Create"
"Examine workflow bottlenecks for encoder wheel; troubleshoot delay from zone Z4; inspect errors in torque sensor 2.","Procedural_Analyze","Procedural","Analyze"
"Formulate handling theory for solenoid valve; develop new principle from shelf S8.","Conceptual_Create","Conceptual","Create"
"Survey category items for potentiometer dial from bin A2; examine class distribution.","Conceptual_Analyze","Conceptual","Analyze"
"Predict resource consumption for sapphire lens; estimate capacity needs from station ST4.","Metacognitive_Understand","Metacognitive","Understand"
"Assess weight of pressure sensor from sorting bench 2; measure dimensions accurately; evaluate compliance via suction cup C.","Factual_Evaluate","Factual","Evaluate"
"Recall the dimensions of hydraulic pump from shelf S6; identify the color code; list the material type via magnetic head 3.","Factual_Remember","Factual","Remember"
"Analyze startup sequence for hydraulic pump; debug initialization from the table 7; examine boot process for lidar unit 3.","Procedural_Analyze","Procedural","Analyze"
"Explain current system state for potentiometer dial; describe condition from zone Z5; summarize status of encoder module 1.","Metacognitive_Understand","Metacognitive","Understand"
"Differentiate category items for tungsten electrode; analyze classification differences from sorting bench 2; examine boundaries via servo controller 1.","Conceptual_Analyze","Conceptual","Analyze"
"Describe the operational limits of brass connector; summarize the tolerance range from bin B3.","Factual_Understand","Factual","Understand"
"Implement settings on aluminum bracket; apply the configuration from storage unit 5; use the preset mode of joint 4 firmly.","Factual_Apply","Factual","Apply"
"Use the quartz crystal without delay; apply the label from the table 5; attach the connector using depth camera 2.","Factual_Apply","Factual","Apply"
"Demonstrate procedure category for fuse holder; apply method rules from zone Z4.","Conceptual_Apply","Conceptual","Apply"
"Implement settings on solenoid valve; apply the configuration from zone Z2; use the preset mode of encoder module 1 smoothly.","Factual_Apply","Factual","Apply"
"Name the product line of red apple; state the origin country from rack R2; recognize the brand via lidar unit 2.","Factual_Remember","Factual","Remember"
"Recall safety class for brass connector; state hazard category from the staging area.","Conceptual_Remember","Conceptual","Remember"
"Generate packaging for din rail; create protective case from the table 1; design container using vision sensor 3.","Factual_Create","Factual","Create"
"Adapt learning rate for limit sensor; adjust acquisition approach from rack R1.","Metacognitive_Apply","Metacognitive","Apply"
"Appraise theoretical foundation for epoxy resin block; evaluate principle application from workcell W8; critique approach via joint 6.","Conceptual_Evaluate","Conceptual","Evaluate"
"Identify shutdown protocol for quartz crystal; recall power-off sequence from the staging area; list termination steps for joint 5.","Procedural_Remember","Procedural","Remember"
"Utilize the fuse holder for task from bin B1; employ the component swiftly.","Factual_Apply","Factual","Apply"
"Classify thermal compound tube as hazardous material; interpret the symbol from bin C4; explain storage category for rotary actuator 1.","Conceptual_Understand","Conceptual","Understand"
"Formulate handling theory for chemical flask; develop new principle from bin A3; create approach for pressure pad sensor.","Conceptual_Create","Conceptual","Create"
"Evaluate protocol selection for nylon gear; assess procedure category from workcell W1; judge method via laser scanner 2.","Conceptual_Evaluate","Conceptual","Evaluate"
"Distinguish copper wire by serial number; separate by size from bin A2; identify defects via ultrasonic sensor 2.","Factual_Analyze","Factual","Analyze"
"Summarize handling principles for graphene membrane; explain classification from bin B3.","Conceptual_Understand","Conceptual","Understand"
"Describe the physical shape of sponge pad; summarize the material composition from storage unit 5; explain the color coding on encoder module 1.","Factual_Understand","Factual","Understand"
"Apply self-monitoring during epoxy resin block task; use awareness techniques from station ST4.","Metacognitive_Apply","Metacognitive","Apply"
"State the category class for ceramic capacitor; recall sorting rule from bin B3; identify handling category via torque sensor 2.","Conceptual_Remember","Conceptual","Remember"
"Adapt behavior pattern for quartz crystal; adjust response strategy from zone Z5; self-tune parameters of joint 2 within 50s.","Metacognitive_Apply","Metacognitive","Apply"
"Compare safety categories for circuit board; distinguish risk classes from the table 1; analyze groupings via suction cup B.","Conceptual_Analyze","Conceptual","Analyze"
"Survey the chemical flask inventory from the output chute; examine stock levels; inspect quantity via depth camera 1.","Factual_Analyze","Factual","Analyze"
"Recognize learning progress for polyethylene tube; identify skill level from workcell W7; recall competency for torque sensor 3.","Metacognitive_Remember","Metacognitive","Remember"
"Name protocol type for circuit board; recall procedure class from station ST2.","Conceptual_Remember","Conceptual","Remember"
"Design new procedure for cellphone; create optimized workflow from shelf S9.","Procedural_Create","Procedural","Create"
"Recognize learning progress for gas detector; identify skill level from rack R3.","Metacognitive_Remember","Metacognitive","Remember"
"State resource utilization for red apple; recall capacity remaining from shelf S3.","Metacognitive_Remember","Metacognitive","Remember"
"Interpret confidence indicators for pressure sensor; explain certainty metrics from bin A2; describe reliability of rotary actuator 1.","Metacognitive_Understand","Metacognitive","Understand"
"Compare procedures for potentiometer dial; contrast methods from bin C5.","Procedural_Analyze","Procedural","Analyze"
"Formulate startup sequence for sapphire lens; create initialization procedure from storage unit 5; develop boot protocol for joint 2.","Procedural_Create","Procedural","Create"
"Critique error recovery for pneumatic cylinder; evaluate fault handling from the table 5.","Metacognitive_Evaluate","Metacognitive","Evaluate"
"Describe theory behind tungsten electrode handling; explain underlying principle from shelf S1.","Conceptual_Understand","Conceptual","Understand"
"Build copper wire assembly rapidly; construct mounting bracket from rack R3.","Factual_Create","Factual","Create"
"Judge awareness quality for cellphone; evaluate attention effectiveness from bin A2; assess focus of vision sensor 3.","Metacognitive_Evaluate","Metacognitive","Evaluate"
"Plan reflective practice for epoxy resin block; create self-assessment protocol from bin C2; design evaluation framework for encoder module 2.","Metacognitive_Create","Metacognitive","Create"
"Enumerate startup sequence for platinum wire; recall initialization steps from conveyor belt 2.","Procedural_Remember","Procedural","Remember"
